E_0,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,H_9
0,0,0,0,1,1,0,0,0,0
0,1,1,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0
1,0,1,0,1,1,0,0,0,0
1,0,0,1,0,1,1,0,0,0
0,1,0,0,1,1,1,1,1,0
1,1,0,1,0,0,0,1,1,0
1,1,1,1,1,1,1,1,1,0
1,0,0,0,1,0,0,0,0,1
1,1,0,1,1,1,0,0,0,0
0,1,1,1,1,1,0,0,0,0
1,1,0,1,1,0,1,1,1,1
0,1,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,1,0,1
1,0,0,1,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,0,1,0
0,0,1,1,0,1,0,1,1,1
1,1,0,0,1,1,1,0,0,0
0,0,0,0,0,1,0,1,0,0
0,0,1,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1
0,1,1,1,1,1,1,1,0,1
0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,1,0
1,1,1,0,1,0,1,0,0,0
1,0,1,1,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,0,1,1,0
1,1,0,0,1,0,0,0,1,1
0,0,0,1,1,0,1,0,1,1
1,1,1,1,0,0,0,1,0,1
0,1,1,1,1,0,0,1,1,1
0,1,1,1,0,0,0,0,1,1
1,0,1,0,1,0,0,0,0,1
0,0,0,0,0,1,1,0,1,0
0,1,1,1,1,0,0,0,0,1
0,1,1,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,0,1
0,1,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1
1,0,1,0,1,0,0,0,1,0
0,0,0,0,0,0,1,1,1,0
1,0,1,0,1,0,0,0,1,0
0,1,0,1,0,1,0,0,1,0
1,1,1,0,0,0,1,0,0,1
0,1,0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,1,1,0
1,1,1,0,1,0,1,1,1,1
1,0,0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,0,1,1
0,0,0,1,0,1,1,0,0,1
1,0,1,0,0,1,0,1,1,1
0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0
0,1,1,1,1,1,0,1,1,1
0,0,1,1,1,1,0,0,0,1
1,1,1,1,1,1,0,1,0,0
1,0,1,1,1,0,1,1,0,0
0,0,1,0,0,1,0,1,1,0
1,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,1,0,1,1
1,0,1,0,0,1,1,1,1,1
0,0,1,0,0,0,0,1,0,1
1,1,0,1,1,1,1,0,0,1
1,0,1,0,1,1,1,1,0,1
0,1,1,1,1,0,0,1,0,1
1,0,1,0,1,0,1,1,0,1
0,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,1
1,0,0,0,0,0,0,1,1,0
1,1,0,1,1,0,0,0,1,0
1,0,0,1,0,1,0,1,1,0
0,0,0,0,1,0,0,1,1,0
0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,1,0
0,0,1,0,0,1,0,1,1,0
1,1,0,1,0,0,0,0,1,0
0,0,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,1,1
1,1,1,1,1,0,0,0,0,0
0,1,0,1,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0
0,1,0,1,1,0,1,0,1,0
1,1,1,1,0,1,0,0,1,1
0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,0,1,1
1,1,0,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,0
1,1,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,1,0,0
1,0,1,0,1,1,0,1,0,0
1,0,1,1,1,0,1,1,0,0
0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,1,1,0,0
1,1,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,1,1,1
1,0,1,1,0,1,1,0,1,0
0,0,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,1,1
1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,1,1,0,1,0
0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0
1,1,0,0,1,1,0,1,1,0
0,1,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,1,0,1
1,0,1,0,1,0,0,1,0,1
0,1,0,0,0,1,1,1,1,1
0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,1,0,0
0,1,1,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,0,0
1,0,1,0,0,1,0,1,1,1
0,0,0,0,0,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1
1,1,1,1,1,0,1,0,1,1
1,1,0,0,0,0,0,1,1,1
1,0,1,0,1,0,1,1,1,1
0,1,1,1,0,1,0,0,0,0
1,0,1,0,1,1,0,1,0,1
1,0,0,1,1,0,1,0,0,0
0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,1,1,1,1
1,1,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,0,0,1
1,0,0,1,1,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1
0,1,1,1,0,1,0,1,1,0
0,1,1,0,0,0,1,0,1,1
1,0,0,0,0,1,0,1,1,1
1,0,0,1,0,0,0,1,0,1
1,1,0,1,1,0,0,0,1,0
0,1,0,0,0,1,1,1,0,0
0,1,1,1,0,0,0,1,0,0
1,1,0,1,0,1,1,1,0,0
0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,1,1,0,1,0
0,1,1,1,0,0,0,0,1,0
1,0,0,0,1,1,1,0,0,0
0,0,0,1,1,0,1,1,0,0
0,0,0,0,1,0,0,1,1,0
1,1,0,1,0,0,1,0,1,0
1,0,1,0,0,0,1,0,1,1
1,0,1,1,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,1,0
0,1,1,1,1,0,1,1,0,0
1,1,0,0,1,0,1,1,1,0
1,0,1,1,1,1,1,0,1,0
1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0
1,0,1,0,1,0,0,0,0,0
1,0,1,0,1,1,1,0,1,0
1,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,1,1,0
0,1,0,0,1,0,1,0,1,0
1,0,1,0,0,0,0,0,1,1
1,1,1,0,1,1,0,1,0,1
0,1,1,0,1,1,1,1,1,1
0,1,0,1,0,0,0,0,1,0
1,0,0,1,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,1,1,0
0,1,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,1
1,1,1,1,1,1,0,1,0,0
1,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,0,0,1,1
0,1,0,0,0,1,1,1,1,1
0,0,0,0,1,0,0,0,1,1
0,1,1,0,1,0,1,1,1,1
1,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,1,1,1,1
0,1,0,1,0,1,0,1,0,0
0,1,0,0,0,0,0,0,1,1
0,1,1,1,0,1,0,0,1,1
0,0,1,0,1,0,0,1,1,0
0,1,1,1,1,1,0,1,0,1
0,0,0,0,1,1,1,1,1,1
1,1,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,1,1,1,0
0,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,0,0,0
0,0,0,0,1,0,1,1,1,1
0,1,0,1,0,1,1,0,1,0
1,1,1,0,0,1,0,0,1,0
1,1,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,1,0,1
1,1,1,0,1,1,0,1,0,1
1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,1
0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1
1,1,1,1,0,0,0,0,0,0
1,1,1,0,1,0,1,0,1,1
0,0,0,0,0,1,0,1,0,1
1,0,1,0,1,1,1,1,1,0
0,1,1,1,0,1,0,1,0,0
1,0,0,1,0,0,0,1,1,1
1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,1
1,1,1,1,1,0,0,1,0,0
1,1,1,0,1,1,0,1,0,1
1,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,1,1
1,1,0,1,0,1,1,1,1,1
1,0,1,1,0,0,0,0,0,0
1,0,1,1,1,0,0,1,0,1
1,1,0,1,0,1,0,1,0,0
0,1,1,0,0,0,0,0,1,0
1,1,1,1,0,1,1,0,0,1
1,1,1,0,1,1,0,1,1,1
1,0,1,1,0,1,1,1,1,0
1,1,1,1,1,0,1,0,0,0
0,1,0,1,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,0,1
0,0,1,0,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,1
0,1,1,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0
1,0,0,1,0,1,1,0,1,0
0,1,1,1,0,1,1,0,1,0
1,1,0,1,0,0,1,0,1,0
1,1,1,1,0,0,0,1,0,0
0,0,0,1,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,1
1,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,0,0
1,0,1,0,1,0,1,0,1,0
0,0,0,1,0,1,0,1,0,1
1,1,1,0,1,1,1,1,1,1
1,0,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,1
1,0,0,0,0,1,1,1,1,0
1,0,0,0,0,0,0,1,0,1
0,1,1,0,1,1,0,1,0,0
0,1,1,1,1,0,0,1,0,1
0,1,1,1,0,1,1,1,1,1
0,0,0,1,1,1,1,1,0,1
1,0,1,0,1,1,1,0,1,1
0,0,1,1,1,1,1,1,1,0
1,1,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,0
1,0,0,0,0,0,1,1,0,0
1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,1,1
1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,1,1
1,0,0,1,0,0,0,1,1,0
0,1,0,1,0,1,0,1,0,0
0,1,1,1,1,1,0,1,1,0
0,0,1,0,0,0,1,0,0,1
1,1,1,1,0,1,0,1,1,0
1,0,0,0,1,0,0,0,0,0
0,1,1,0,1,0,0,0,0,1
0,1,0,1,1,1,1,1,0,0
1,0,0,1,0,1,0,1,0,1
0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,0
1,1,0,1,0,1,1,1,1,1
0,1,0,1,1,1,1,0,0,0
0,0,1,0,1,0,0,1,0,1
1,0,1,0,1,1,0,0,1,0
0,1,1,0,1,0,1,1,0,1
0,0,0,1,1,1,1,0,0,0
0,1,1,1,1,1,0,1,1,0
0,0,1,1,1,1,0,1,1,1
0,0,1,0,1,1,1,0,0,1
0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,1
0,1,1,0,1,0,0,1,1,0
0,1,0,1,1,1,1,1,0,1
1,1,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,1,0
1,0,1,1,0,0,1,1,1,1
0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,1,1,1,0
0,0,1,1,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,0
1,1,0,0,1,0,0,0,0,1
0,1,1,1,1,1,1,1,0,0
1,0,1,0,1,1,0,1,0,0
1,1,0,0,0,1,0,0,0,1
0,0,1,1,1,0,1,1,0,1
1,0,0,0,1,1,0,1,0,1
1,0,1,1,1,0,0,0,1,0
0,1,1,1,1,1,1,0,1,1
0,0,0,1,0,1,0,1,0,0
0,0,1,0,0,1,1,0,1,0
0,1,1,1,1,1,1,1,0,1
1,1,1,0,0,1,1,1,1,1
1,0,1,0,1,0,1,0,0,0
1,1,1,1,0,0,1,0,1,0
1,1,0,1,0,0,0,0,1,1
0,0,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,0
1,1,0,1,0,1,1,1,1,1
1,0,1,0,0,1,0,0,1,0
1,0,1,1,1,1,1,0,0,0
0,0,0,1,1,1,1,1,0,0
1,1,0,1,1,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0
0,1,1,1,1,0,1,0,1,1
0,1,0,1,0,1,1,0,1,1
1,0,0,1,1,1,1,0,1,0
1,0,0,0,1,1,0,0,0,0
1,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,0
1,0,1,1,1,0,0,0,0,0
1,0,1,0,0,0,0,1,0,1
0,1,0,1,1,1,0,0,1,1
0,1,0,1,0,0,1,1,1,1
1,0,0,0,0,1,1,0,1,0
0,0,0,0,1,1,0,1,0,1
1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0
1,1,1,1,1,1,0,0,1,0
0,1,0,1,1,1,1,0,0,0
1,1,0,1,0,1,0,0,0,0
1,0,1,0,0,0,1,0,1,1
1,0,1,0,0,1,1,0,1,0
1,0,1,1,0,1,1,0,1,0
0,1,1,0,0,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0
0,1,0,1,1,0,1,0,1,0
0,1,0,1,1,1,1,0,1,1
1,1,1,0,0,0,0,0,1,1
0,0,0,1,0,1,1,0,1,0
0,0,0,0,1,0,1,0,1,1
1,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,1,1,1
0,1,1,0,1,1,1,1,1,0
1,1,1,0,1,1,1,1,1,1
0,1,0,1,1,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1
1,0,0,1,0,1,1,0,0,0
1,0,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,1,0,0
0,1,1,1,1,1,1,0,1,0
1,0,0,0,0,1,0,0,0,0
1,1,0,1,1,0,1,1,1,1
1,1,0,0,1,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0
1,1,1,1,1,0,1,0,1,1
0,1,1,1,0,0,1,0,0,1
1,1,0,0,0,1,0,1,0,1
1,0,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,0,0,1
0,1,1,1,1,1,0,1,0,1
0,1,1,1,0,0,1,1,0,1
1,0,1,0,1,1,1,0,1,0
1,1,0,1,1,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,0,0,0
1,1,1,0,1,1,0,1,0,1
1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0
1,0,1,0,0,1,0,1,1,1
1,0,1,1,1,1,1,0,1,0
1,1,0,1,1,1,1,0,1,0
1,0,1,1,1,0,1,0,1,1
1,0,0,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,1,0
1,0,0,1,1,0,1,0,1,0
0,1,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,0,0,1
1,1,0,1,1,1,1,0,0,1
0,0,0,1,1,1,1,1,0,0
0,0,1,1,1,1,1,1,1,0
0,1,1,0,0,0,1,0,0,1
0,0,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,0,0,1
0,1,1,0,0,1,0,1,1,0
1,0,0,0,0,0,0,0,1,0
1,0,1,1,1,0,1,1,0,0
0,1,1,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0
1,1,0,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0
1,0,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,1,1,0
1,1,1,1,1,0,0,0,0,0
1,0,0,1,0,1,0,1,0,1
0,0,0,0,0,0,1,0,1,1
1,0,1,0,1,0,1,1,1,1
1,1,1,0,0,0,1,1,1,1
0,1,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,1
0,1,0,0,1,1,1,1,1,1
1,1,0,1,0,1,0,1,0,1
0,0,1,1,1,0,0,0,0,0
1,1,0,1,0,1,0,1,1,0
1,0,1,1,1,0,0,0,1,0
0,1,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,1,1
1,0,0,0,0,0,1,1,1,1
1,0,0,0,0,1,0,1,1,0
1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,1
1,1,0,1,0,1,0,1,1,0
0,1,1,1,1,1,1,0,1,0
1,1,1,0,0,1,0,1,0,0
0,1,0,1,1,0,1,1,0,1
1,1,0,1,1,1,1,1,1,0
1,0,0,1,1,1,0,1,0,0
1,1,1,0,1,1,1,0,0,0
1,1,0,1,0,1,1,0,0,0
0,1,1,1,0,1,1,0,0,0
0,0,1,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,0,0,0,0
0,1,1,1,0,1,1,0,1,0
1,1,0,0,0,0,1,1,1,1
0,1,0,0,0,1,1,0,1,0
0,1,0,0,0,0,1,0,1,0
0,1,1,1,1,1,0,0,0,0
0,0,1,0,0,0,1,0,0,0
0,1,1,1,0,1,0,0,1,1
1,0,1,1,0,1,1,0,1,0
1,0,1,0,1,0,1,0,0,0
1,0,1,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,1,1
0,1,1,0,1,1,1,1,0,0
1,0,1,0,1,0,0,0,0,0
1,0,0,0,1,1,0,1,1,1
1,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0
1,0,0,0,1,1,1,1,1,1
0,0,0,0,1,1,1,1,0,1
1,0,1,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,1,1
1,1,0,0,1,0,1,1,1,0
0,0,0,0,1,0,1,1,1,0
0,1,1,1,1,1,0,1,0,0
1,1,0,1,0,0,1,1,1,1
1,0,1,1,1,1,1,1,1,0
0,1,1,0,0,1,1,1,0,0
0,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,0,0,0,0
1,1,1,0,0,1,0,1,1,0
0,1,0,0,1,0,0,1,1,0
0,0,0,0,0,1,0,0,1,0
0,0,1,1,0,0,0,0,0,0
0,1,1,0,0,0,1,1,1,1
1,1,1,1,0,1,0,0,0,0
1,0,0,1,1,0,1,0,1,1
0,0,1,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,0,0
0,0,1,1,0,1,0,0,0,1
1,1,1,0,0,0,0,1,0,0
0,1,0,1,1,1,0,0,0,1
0,0,0,0,0,1,1,1,1,1
1,1,1,0,1,1,0,0,0,0
1,0,1,1,0,1,1,1,1,0
1,0,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,0,0
0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0
1,1,0,1,0,1,0,0,1,0
0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,1,1
0,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,1,0,0,1
0,0,0,0,0,0,1,1,1,0
1,0,0,0,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,1,1,1
1,1,1,0,0,0,1,1,1,1
1,1,1,1,0,1,0,0,0,0
0,1,0,1,1,0,1,0,0,1
1,1,1,1,1,0,1,1,1,1
0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,1,0
0,1,1,0,1,1,1,1,1,0
1,0,0,0,0,0,0,1,1,1
1,1,1,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,0,1,1,1
1,0,1,1,1,0,0,1,1,0
1,1,0,0,0,0,0,1,1,0
1,0,1,1,0,0,0,0,1,0
1,0,0,1,1,1,0,1,0,0
0,0,0,0,0,0,1,0,1,1
0,1,1,0,1,1,0,1,1,1
1,1,0,0,0,0,1,1,0,1
1,1,1,0,0,1,1,1,0,0
1,0,1,0,1,0,0,1,0,1
0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,1,1,1,1
1,0,1,0,1,1,0,1,0,0
1,1,0,1,0,0,0,0,0,0
1,1,1,0,0,1,0,1,0,1
1,1,1,0,1,1,1,1,0,0
0,0,1,0,0,0,1,0,0,1
1,1,0,1,0,1,0,0,1,0
0,1,0,1,1,1,0,0,0,1
0,0,1,1,0,0,1,1,0,0
1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,1,1,0,0,1
0,1,1,0,1,0,0,0,0,1
1,1,1,1,0,1,0,1,0,0
0,0,0,1,1,1,0,1,0,1
1,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,0,1,1,0
1,0,1,0,1,0,1,1,1,0
1,0,1,1,1,1,1,0,1,0
0,1,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,0,0,0,0
1,1,1,1,0,0,0,1,0,0
1,1,1,1,1,0,0,0,0,1
0,0,0,0,1,1,0,1,1,0
1,1,1,1,1,0,1,1,1,0
0,0,0,0,1,1,0,1,1,1
0,1,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,1
0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,1,1,1,1,0
0,1,0,1,1,0,1,0,0,0
0,1,1,1,1,0,0,0,0,0
1,0,0,1,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0
0,1,1,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,1,1,0,0,0
1,0,1,0,1,0,1,1,1,1
0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0
0,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,0,0
1,1,1,0,1,1,1,0,1,1
1,1,0,1,1,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1
0,1,0,0,1,0,1,0,1,1
0,0,1,0,1,1,1,1,1,0
1,1,1,1,0,0,1,0,1,0
0,1,1,0,1,1,1,1,0,0
1,1,1,1,1,0,0,0,0,0
1,1,0,1,1,0,0,1,0,0
0,1,1,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0
0,1,0,0,1,0,1,0,1,0
0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,1
1,0,1,1,1,0,1,0,0,0
1,0,1,1,0,1,0,1,1,0
0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,0,1,0,1,0
0,1,1,1,1,1,1,0,1,0
0,0,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1
0,0,1,1,1,1,0,0,0,0
1,0,0,1,0,0,1,0,1,1
1,1,0,0,0,1,0,0,0,1
1,0,1,1,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,0,0
0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0
0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,1,1,1,1,1
1,0,1,1,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0
1,0,0,1,1,1,1,1,0,1
0,1,0,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,0,1
1,0,0,1,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,1,1
1,1,1,1,0,1,1,0,0,0
1,0,1,1,1,0,1,1,0,1
1,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,1
1,0,1,0,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1
1,0,0,1,1,1,0,0,0,1
1,1,0,1,1,0,1,1,1,1
1,0,0,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,0,1,0
0,0,1,0,0,1,0,0,1,1
1,1,1,1,1,0,1,0,0,0
0,0,1,0,0,0,1,0,0,0
1,0,0,1,0,1,0,0,0,0
1,0,1,0,0,1,0,1,0,0
1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,1,1,0
0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,1,0,0,1,1
0,0,0,0,0,0,1,0,0,0
1,1,1,0,1,1,0,1,0,0
1,0,1,1,0,0,1,0,1,1
1,1,1,0,0,0,0,1,1,1
1,0,0,1,0,0,0,1,0,1
0,1,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,1,1,0,1,0
0,1,1,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0
0,0,1,0,0,0,0,0,0,1
0,1,0,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0
0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,1
1,0,1,1,1,0,1,1,0,1
1,1,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0
1,0,1,1,1,0,0,1,1,0
1,1,1,1,1,1,1,0,1,1
0,0,1,1,0,0,0,0,1,0
1,0,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0
1,1,0,0,1,1,0,0,0,0
1,0,0,0,0,1,1,1,1,1
0,1,1,0,0,0,1,1,0,0
0,0,0,1,0,1,1,1,1,1
1,0,0,0,0,0,0,1,1,1
0,0,0,1,1,1,1,1,0,1
0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,1,0,1,0,1
1,1,0,1,0,1,1,1,1,1
